Poem Name,Poet,Line,Metaphor present or not,Count of the metaphor,Metaphorical terms,Book,Year
වාදිකා,සිරි ගුනසිංහ,සිතාරය ඔබේ,no,0,unknown,අබිනික්මන,1958
වාදිකා,සිරි ගුනසිංහ,රිදී,no,0,unknown,අබිනික්මන,1958
වාදිකා,සිරි ගුනසිංහ,හඳේ සිනිඳු පලුව ,yes,1,හඳේ සිනිඳු පලුව,අබිනික්මන,1958
වාදිකා,සිරි ගුනසිංහ,සොලවන හැටි වලාකුලක් ,no,0,unknown,අබිනික්මන,1958
වාදිකා,සිරි ගුනසිංහ,ඔබේ ඇගේ නහර ඇතුලෙ,no,0,unknown,අබිනික්මන,1958
වාදිකා,සිරි ගුනසිංහ,පුරා සැලෙන සංගීතය,no,0,unknown,අබිනික්මන,1958
වාදිකා,සිරි ගුනසිංහ,ගලා එන්න ඉඩ හරින්න ,no,0,unknown,අබිනික්මන,1958
වාදිකා,සිරි ගුනසිංහ,ඇඟිලි තුඩුවලින්,no,0,unknown,අබිනික්මන,1958
රන් මැදුර*,මඩවල ඇස්. රත්නායක ,කුංකුම චන්දන නිදහස් සිතුවිලි ,yes,1,කුංකුම චන්දන නිදහස් සිතුවිලි,සීන හතක් මැද,1964
රන් මැදුර*,මඩවල ඇස්. රත්නායක ,ධූප දෙවා මන්දිරය පිරෙව්වෙමි ,no,0,unknown,සීන හතක් මැද,1964
රන් මැදුර*,මඩවල ඇස්. රත්නායක ,හද බැති ආදර සත්සර වීණා ,no,0,unknown,සීන හතක් මැද,1964
රන් මැදුර*,මඩවල ඇස්. රත්නායක ,නාද නගා ජය ගීත ගැයුවෙමි,no,0,unknown,සීන හතක් මැද,1964
රන් මැදුර*,මඩවල ඇස්. රත්නායක ,පුන්සඳ කඩමින් දහස් ගණනකට ,yes,1,පුන්සඳ කඩමින්,සීන හතක් මැද,1964
රන් මැදුර*,මඩවල ඇස්. රත්නායක ,හිස පළඳන්නට ඔටුණු තැනූවෙමි ,no,0,unknown,සීන හතක් මැද,1964
රන් මැදුර*,මඩවල ඇස්. රත්නායක ,නීල අහස් කුස අතුගා එක්කොට ,yes,1,නීල අහස් කුස අතුගා එක්කොට,සීන හතක් මැද,1964
රන් මැදුර*,මඩවල ඇස්. රත්නායක ,තරු මුතු අහුලා මාල සැදූවෙමි,no,0,unknown,සීන හතක් මැද,1964
කුරහන් හේන*,මඩවල ඇස්. රත්නායක ,හිරිමා උදේ මා ආපහු ගෙට යනවා  ,yes,1,හිරිමා උදේ,මාර යුද්ධය,1960
කුරහන් හේන*,මඩවල ඇස්. රත්නායක ,කළුවර බදාගෙන නැවතත් ගෙට එනවා,no,0,unknown,මාර යුද්ධය,1960
කුරහන් හේන*,මඩවල ඇස්. රත්නායක ,කුරහන් හේන දැක සඳරැස් හිනැ හෙනවා,no,0,unknown,මාර යුද්ධය,1960
කුරහන් හේන*,මඩවල ඇස්. රත්නායක ,ඉන් පන ලැබූ පැල කුරහන් නැල වෙනවා,no,0,unknown,මාර යුද්ධය,1960
කුරහන් හේන*,මඩවල ඇස්. රත්නායක ,හේනේ කුරක්කන් ගැබ්බර ගතිය ගෙන,yes,1, ගැබ්බර ගතිය ගෙන,මාර යුද්ධය,1960
කුරහන් හේන*,මඩවල ඇස්. රත්නායක ,සුළගේ සැලෙයි මා පැල්කවි කියන තැන,no,0,unknown,මාර යුද්ධය,1960
කුරහන් හේන*,මඩවල ඇස්. රත්නායක , දුටුවෙමි අනාගතයක් ඉදිරියට එන,no,0,unknown,මාර යුද්ධය,1960
කුරහන් හේන*,මඩවල ඇස්. රත්නායක ,සඳරැස් ගල ගලා එය පුබුදුවනු මැන,no,0,unknown,මාර යුද්ධය,1960
යස ඉසුරු සොයා,මඩවල ඇස්. රත්නායක ,දිවා රෑ එන දිගට බිබී ලෝහිත කඳුළු,yes,1,ලෝහිත කඳුළු,මමද එක්වීමි,1993
යස ඉසුරු සොයා,මඩවල ඇස්. රත්නායක ,සිර ගෙයක ලගිනවා යස ඉසුරු සොයන්නට,yes,1,යස ඉසුරු සොයන්නට,මමද එක්වීමි,1993
යස ඉසුරු සොයා,මඩවල ඇස්. රත්නායක ,ඒ වරද කළෙමි මම,no,0,unknown,මමද එක්වීමි,1993
යස ඉසුරු සොයා,මඩවල ඇස්. රත්නායක ,දෙනෙත් අඳ එකෙක් මෙන්,no,0,unknown,මමද එක්වීමි,1993
මරණය ,මහගම සේකර ,මංද ඔතන හැංගී කරන්නේ,no,0,unknown,ව්‍යංගා,1960
මරණය ,මහගම සේකර ,උඹ අන්දකාර සළු පොරවා වැනෙන්නේ,yes,1,අන්දකාර සළු පොරවා වැනෙන්නේ,ව්‍යංගා,1960
මරණය ,මහගම සේකර ,නින්ද නැතුව මම පැදුරේ දපන්නේ,no,0,unknown,ව්‍යංගා,1960
මරණය ,මහගම සේකර ,නින්ද සදා කාලික කොට දියන්නේ,no,0,unknown,ව්‍යංගා,1960
මතක වස්තුව,සිරි ගුනසිංහ,මා හැර දා,no,0,unknown,මස් ලේ නැති ඇට,1956
මතක වස්තුව,සිරි ගුනසිංහ,"දරදඬු කොට දා මා අත් පා,",yes,1,"දරදඬු කොට දා මා අත් පා,",මස් ලේ නැති ඇට,1956
මතක වස්තුව,සිරි ගුනසිංහ,ඈ යන්න ගියා මැකිලා,no,0,unknown,මස් ලේ නැති ඇට,1956
මතක වස්තුව,සිරි ගුනසිංහ,ඈ යන්න ගියා,no,0,unknown,මස් ලේ නැති ඇට,1956
මතක වස්තුව,සිරි ගුනසිංහ,සැමරුම් වග වලසුන් රෑනට,no,0,unknown,මස් ලේ නැති ඇට,1956
මතක වස්තුව,සිරි ගුනසිංහ,මා ගොදුරු වී,no,0,unknown,මස් ලේ නැති ඇට,1956
මතක වස්තුව,සිරි ගුනසිංහ,ලේ ගලනා ගොදුරක් වී,no,0,unknown,මස් ලේ නැති ඇට,1956
මරණය ,මහගම සේකර ,පොළොව පලාගෙන පසෙනුයි උපන්නේ,yes,1,පොළොව පලාගෙන,ව්‍යංගා,1960
මරණය ,මහගම සේකර ,පොළොව උඩම දවසක දිග ඇදෙන්නේ,no,0,unknown,ව්‍යංගා,1960
මරණය ,මහගම සේකර ,පොළොව කකා පොළොවේ සැරිසරන්නේ,yes,1,පොළොව කකා,ව්‍යංගා,1960
මරණය ,මහගම සේකර ,එලොව එවිට මා අරගෙන යමන්නේ,no,0,unknown,ව්‍යංගා,1960
අම්මා,මහගම සේකර ,ඔබා දෙදණ නිල් උඳු පියලි බිම මත ,yes,1,ඔබා දෙදණ නිල් උඳු පියලි,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,වැන්දේය ඔහු බැති සිතින්,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,අම්මා වැළලූ තැන මහ පොළවට,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,පිපිලා තිබුණි එතැන සුදු පාටට,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,නමක් නොමැති පුංචි මලක් ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,සිම්බේය ඔහු එමල නමා හිස ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,දස මසක් කුස තුළෙහි දරා සිට ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,මා ලොවට වැදූ අම්මා ඔබය ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,කෙළවරක් නොමැති දුක් දරා විඳ ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,මා ලොවට හැදූ අම්මා ඔබ ය,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,"නො දත්තෙමි මම එකල අම්මේ, ",no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,ඔබ වත කැටපතක් බව: ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,මෙකල මා සිත පිළිබිඹු කරන ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,ගිලී යට ගිය ඇස් කුහර තුළ ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,නො දුටුවෙමි කිසි විටක සතුටක් ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,"නො දුටුවෙමි කිවිවිටක දුකකුත්,",no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,ඉවසා සම සිතින් සැම සැප දුක් ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,ලැබුවා ද ඔබ සිතෙහි සාමයක්? ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,ඉපයුවෙමි මම මුදල් ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,ඉපයූවෙමි කිතු යසස්,yes,1,ඉපයූවෙමි කිතු යසස්,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,වී ය මන්දිර යාන වාහන.,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,එහෙත් ඒ කිසිවකිනුත් ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,නොලදිමි සිත් සැනසුමක් ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,වටහා ගෙන සිටියා ද ඔබ ඒ සත්‍යය ,no,0,unknown,ප්‍රබුද්ධ,1977
අම්මා,මහගම සේකර ,නොලබා ම ඔබ ඒ කිසිවක්?,no,0,unknown,ප්‍රබුද්ධ,1977
මරණ බිය,විමල් දිසානායක,නින්දේ මුදුනෙහි ඇතගේ හැම තැන,no,0,unknown,රැව් පිළිරැව් ,1974
මරණ බිය,විමල් දිසානායක,මා තනි කොට මේ සුවිසල් සක්වළ,no,0,unknown,රැව් පිළිරැව් ,1974
මරණ බිය,විමල් දිසානායක,ලොව ම මගෙන් ඇතට දිව ගොස් ඇත,no,0,unknown,රැව් පිළිරැව් ,1974
මරණ බිය,විමල් දිසානායක,තනිකම මාගේ පලවාලන මෙන්,no,0,unknown,රැව් පිළිරැව් ,1974
මරණ බිය,විමල් දිසානායක,අගුලු දමා ඇත දොර ජනෙල් කඩා,no,0,unknown,රැව් පිළිරැව් ,1974
මරණ බිය,විමල් දිසානායක,නයි පොලඟුන් පිරි මතකය ඔස්සේ,no,0,unknown,රැව් පිළිරැව් ,1974
මරණ බිය,විමල් දිසානායක,යක් පා ගමනින් බූත සිනා පා,no,0,unknown,රැව් පිළිරැව් ,1974
මරණ බිය,විමල් දිසානායක,වැල නොකැඩී මා වෙත දිව එන්නේ,no,0,unknown,රැව් පිළිරැව් ,1974
මරණ බිය,විමල් දිසානායක,කඩු තෝමර ගත් සිතිවිලි සේනා,yes,1,කඩු තෝමර ගත් සිතිවිලි සේනා,රැව් පිළිරැව් ,1974
සැණකෙළි බිම,විමල් දිසානායක,විදුලි පහනින් නැගෙන මිණි රැසින් එළිය වුණු,no,0,unknown,කල්ප විනාසය ,1965
සැණකෙළි බිම,විමල් දිසානායක,අවට දස අත පෙනේ සිනා පිරි නෙක මුහුණු,no,0,unknown,කල්ප විනාසය ,1965
සැණකෙළි බිම,විමල් දිසානායක,හාත්පස වෙළ වෙළා එකම මදු ගී රසින,yes,1,එකම මදු ගී රසින,කල්ප විනාසය ,1965
සැණකෙළි බිම,විමල් දිසානායක,ගීත හඬ වා ගැබෙහි නිනද දී යයි පැතිර,no,0,unknown,කල්ප විනාසය ,1965
සැණකෙළි බිම,විමල් දිසානායක,"නිල් සාරි, රතු සාරි, දුහුල් මල් මල් සාරි",no,0,unknown,කල්ප විනාසය ,1965
සැණකෙළි බිම,විමල් දිසානායක,දෙසවනින් ඇද හැලෙන කැලුම් දෙන රන්තෝඩු,no,0,unknown,කල්ප විනාසය ,1965
සැණකෙළි බිම,විමල් දිසානායක,සිඟිති පා පෙති වැසුණු උස් වූ පාවහන් අඩි,no,0,unknown,කල්ප විනාසය ,1965
සැණකෙළි බිම,විමල් දිසානායක,"ලැසි ගමන, කිකිණි හඬ, රන් වටොර, සල නිතඹ",yes,1,"ලැසි ගමන, කිකිණි හඬ",කල්ප විනාසය ,1965
සැණකෙළි බිම,විමල් දිසානායක,සොම්නසේ අහස් කුස සලෙළුවන් පා කරයි,no,0,unknown,කල්ප විනාසය ,1965
නව යුවළ,විමල් දිසානායක,රන් ගිරගින් පායා එන පුර හඳ මෙන් උඳුවප් මස,no,0,unknown,නර රකුසා ,1969
නව යුවළ,විමල් දිසානායක,රන් පැහැයෙන් දිදුලන ඈ කොමළඟනකි යොවුන් වියේ,yes,1,රන් පැහැයෙන් දිදුලන ඈ,නර රකුසා ,1969
නව යුවළ,විමල් දිසානායක,"දෙනෙත් කැලුම, මුදු හිනාව, කෙළිලොල් දඟකාර සිරුර",no,0,unknown,නර රකුසා ,1969
නව යුවළ,විමල් දිසානායක,සැඳෑ සහන් එළිය තුළින් මතුවන හැටි දුටුවෙමි මම,no,0,unknown,නර රකුසා ,1969
නව යුවළ,විමල් දිසානායක,ඔවුන්ට නොපෙනෙන විලසට මඳ වේලා එදෙස බලා,no,0,unknown,නර රකුසා ,1969
නව යුවළ,විමල් දිසානායක,යළිත් පැමිණියෙමි විගසින් මාගේ තනි කාමරයට,no,0,unknown,නර රකුසා ,1969
නව යුවළ,විමල් දිසානායක,ය කුළු බඳු මගේ යුගබා සෙල් තලයක් බඳු පුළුලුර,yes,1,යුගබා සෙල් තලයක් බඳු පුළුලුර,නර රකුසා ,1969
නව යුවළ,විමල් දිසානායක,යොවුන් ම ගත දෙස බලමින් මම හෙමිහිට සිනාසුණෙමි,no,0,unknown,නර රකුසා ,1969
නාගල කන්ද,විමල් දිසානායක,හිරු බැස රාස්සිගේ අව්වෙන් මුළු පිය,no,0,unknown,ඉන්ද්‍ර චාපය ,1972
නාගල කන්ද,විමල් දිසානායක,ගහ කොළ කසුන් පැහැයෙන් සැරසෙන නොල ස,yes,1,කසුන් පැහැයෙන් සැරසෙන නොල ස,ඉන්ද්‍ර චාපය ,1972
නාගල කන්ද,විමල් දිසානායක,යන විට කැටුව ඇය වැලිබත් උයන ලෙ ස,no,0,unknown,ඉන්ද්‍ර චාපය ,1972
නාගල කන්ද,විමල් දිසානායක,නිසලව බලා සිටියා ගිරගම සිර ස,no,0,unknown,ඉන්ද්‍ර චාපය ,1972
නාගල කන්ද,විමල් දිසානායක,පෝදා සිසි කිරණ පැතිරි දස දිග ත,yes,1,සිසි කිරණ පැතිරි,ඉන්ද්‍ර චාපය ,1972
නාගල කන්ද,විමල් දිසානායක,හේවිසි හඬින් ගම්මානයම ඇලළෙ ත,no,0,unknown,ඉන්ද්‍ර චාපය ,1972
නාගල කන්ද,විමල් දිසානායක,දරු කැල කැටුව ඇය හා බෝ මළුව වෙ ත,no,0,unknown,ඉන්ද්‍ර චාපය ,1972
නාගල කන්ද,විමල් දිසානායක,යනන්තර මෙ ගිර සිටි හැටි මට මතක ඇ ත,no,0,unknown,ඉන්ද්‍ර චාපය ,1972
අරාබියෙන් ලියුමක්,ඩබ්ලියු ඒ. අබේසිංහ ,වැලි මිරිකා තෙල් සිඳිනා රටේයා,yes,1,වැලි මිරිකා තෙල් සිඳිනා,රතුම රතු ,1984
අරාබියෙන් ලියුමක්,ඩබ්ලියු ඒ. අබේසිංහ ,වැහි කඳුළක් නොම වැටෙන රටේයා,no,0,unknown,රතුම රතු ,1984
අරාබියෙන් ලියුමක්,ඩබ්ලියු ඒ. අබේසිංහ ,නිබඳ රුවන් වැසි වසිනා රටේයා,yes,1,නිබඳ රුවන් වැසි වසිනා,රතුම රතු ,1984
අරාබියෙන් ලියුමක්,ඩබ්ලියු ඒ. අබේසිංහ ,ඒත් දුවේ මා දුක් ගිනි මැදේයා,no,0,unknown,රතුම රතු ,1984
කතරගම මල් නගාට,ඩබ්ලියු ඒ. අබේසිංහ ,තොස්වන සුවඳ පිරිබඩ මල් ගෙන අතට ,yes,1,තොස්වන සුවඳ පිරිබඩ,පින්තාලියේ පෙත්සම ,1991
කතරගම මල් නගාට,ඩබ්ලියු ඒ. අබේසිංහ ,රැස්වෙති දනෝ කිරිවෙහෙරට මුනි පුදට,no,0,unknown,පින්තාලියේ පෙත්සම ,1991
කතරගම මල් නගාට,ඩබ්ලියු ඒ. අබේසිංහ ,ඇස් දෙක අන්ද වුණු මව්පිය රකිනුවට ,no,0,unknown,පින්තාලියේ පෙත්සම ,1991
කතරගම මල් නගාට,ඩබ්ලියු ඒ. අබේසිංහ ,මස් දන් නොදී මල් විකුණාපත් සොඳට,no,0,unknown,පින්තාලියේ පෙත්සම ,1991
පුතුට කවියක්,මොනිකා රුවන්පතිරණ ,පරතෙර නැති ගමනක් ගිය,yes,1,පරතෙර නැති ගමනක්,අංගුලිමාලගේ සිහින ,1974
පුතුට කවියක්,මොනිකා රුවන්පතිරණ ,නුඹේ පියා දුටු දිනයක,no,0,unknown,අංගුලිමාලගේ සිහින ,1974
පුතුට කවියක්,මොනිකා රුවන්පතිරණ ,රාහුල පුතු සේ ඔහුගෙන්,no,0,unknown,අංගුලිමාලගේ සිහින ,1974
පුතුට කවියක්,මොනිකා රුවන්පතිරණ ,දායාදය නොපතන් පුත,no,0,unknown,අංගුලිමාලගේ සිහින ,1974
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,ළා දළු චාමර සෙලවී,yes,1,ළා දළු චාමර සෙලවී,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,නුඹට පවන් සලයි මලේ,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,අතු අග හොටවල් සෙලවී,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,නුඹට ගීත ඇසෙයි මලේ,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,සීතල රැලි අත් සීයෙන්,yes,1,සීතල රැලි අත් සීයෙන්,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,උඹ වටකර තුරුළු වෙවී,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,ගඟ පහළට ගලා යාවි,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,දිය සුළියේ ඔඩොක්කුවේ,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,නැලවී ඉඳ - කිමිදී ඉඳ ගොඩට වරෙන්,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,මලේ මලේ අඳුර එද්දි,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,සඳ එළියේ රැලි විසිරෙන චිත්තෙ යට,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,ගුලි වෙන විට ලනු මැස්සේ,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,අන්න බලන් උඹෙ තනිවට,no,0,unknown,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,අහසෙත් මල් - පොළවෙත් මල්,yes,1,අහසෙත් මල් - පොළවෙත් මල්,පොඩි මල්ලියෙ,1972
පොඩි මල්ලියෙ,පරාක්‍රම කොඩිතුවක්කු,ගින්දර පාටින් බබලන,no,0,unknown,පොඩි මල්ලියෙ,1972
දේදුන්න පායාවි හෙටත් පාලම උඩින්,පරාක්‍රම කොඩිතුවක්කු,ඔබ යන්නෙ මධුර ධර සප්ත ස්වරය අරන්,yes,1,මධුර ධර සප්ත ස්වරය අරන්,පොඩි මල්ලියෙ,1972
දේදුන්න පායාවි හෙටත් පාලම උඩින්,පරාක්‍රම කොඩිතුවක්කු,ඔබේ රථ මැදිරියට මගේ ඉර-හඳ අරන්,no,0,unknown,පොඩි මල්ලියෙ,1972
දේදුන්න පායාවි හෙටත් පාලම උඩින්,පරාක්‍රම කොඩිතුවක්කු,ඔබ යන්න මහද තෙත් වැහි වලාකුල අරන්,no,0,unknown,පොඩි මල්ලියෙ,1972
දේදුන්න පායාවි හෙටත් පාලම උඩින්,පරාක්‍රම කොඩිතුවක්කු,කමක් නෑ ඔබ යන්න - මගේ ආයුස අරන්,no,0,unknown,පොඩි මල්ලියෙ,1972
කුලී ගේක පදිංචියට යන වගයි,පරාක්‍රම කොඩිතුවක්කු,.......කලින් නොදන්වා,no,0,unknown,අකීකරු පුතෙයකුගේ ලෝකය,1974
කුලී ගේක පදිංචියට යන වගයි,පරාක්‍රම කොඩිතුවක්කු,ලියුමක් වත් නොඑවා,no,0,unknown,අකීකරු පුතෙයකුගේ ලෝකය,1974
කුලී ගේක පදිංචියට යන වගයි,පරාක්‍රම කොඩිතුවක්කු,අප දැකගන්නට,no,0,unknown,අකීකරු පුතෙයකුගේ ලෝකය,1974
කුලී ගේක පදිංචියට යන වගයි,පරාක්‍රම කොඩිතුවක්කු,කළු ගං කොමලිය,no,0,unknown,අකීකරු පුතෙයකුගේ ලෝකය,1974
කුලී ගේක පදිංචියට යන වගයි,පරාක්‍රම කොඩිතුවක්කු,රෙද්ද ලිහාගෙන ගෙදරට රිංගුව දවසක්,yes,1,රෙද්ද ලිහාගෙන ගෙදරට රිංගුව දවසක්,අකීකරු පුතෙයකුගේ ලෝකය,1974
කුලී ගේක පදිංචියට යන වගයි,පරාක්‍රම කොඩිතුවක්කු,රෑ තුන් යම නිදි මැරුවා අපි,no,0,unknown,අකීකරු පුතෙයකුගේ ලෝකය,1974
කුලී ගේක පදිංචියට යන වගයි,පරාක්‍රම කොඩිතුවක්කු,බාල්කයක් උඩ,no,0,unknown,අකීකරු පුතෙයකුගේ ලෝකය,1974
ගිහි සිසිල,දයාසේන ගුණසිංහ,පොළවේ රන් හිසින් දරා,no,0,unknown,රන් තැටියක කදුලු,1974
ගිහි සිසිල,දයාසේන ගුණසිංහ,ගොයම් නටන වෙල් එළිවල,no,0,unknown,රන් තැටියක කදුලු,1974
